team_abbreviation_away,team_abbreviation_home,wl_home,game_date,home_conf,away_conf,winning_conference
DAL,NYK,L,2022-12-03T00:00:00Z,E,W,W
LAL,WAS,L,2022-12-04T00:00:00Z,E,W,W
MEM,DET,L,2022-12-04T00:00:00Z,E,W,W
IND,POR,W,2022-12-04T00:00:00Z,W,E,W
CHI,SAC,W,2022-12-04T00:00:00Z,W,E,W
LAC,CHA,L,2022-12-05T00:00:00Z,E,W,W
IND,GSW,L,2022-12-05T00:00:00Z,W,E,E
PHI,HOU,W,2022-12-05T00:00:00Z,W,E,W
MIA,MEM,W,2022-12-05T00:00:00Z,W,E,W
OKC,ATL,L,2022-12-05T00:00:00Z,E,W,W
LAL,CLE,W,2022-12-06T00:00:00Z,E,W,E
LAC,ORL,W,2022-12-07T00:00:00Z,E,W,E
LAL,TOR,W,2022-12-07T00:00:00Z,E,W,E
SAC,MIL,W,2022-12-07T00:00:00Z,E,W,E
IND,MIN,W,2022-12-07T00:00:00Z,W,E,W
DET,NOP,W,2022-12-07T00:00:00Z,W,E,W
BOS,PHX,L,2022-12-07T00:00:00Z,W,E,E
LAC,MIA,W,2022-12-08T00:00:00Z,E,W,E
SAC,CLE,L,2022-12-09T00:00:00Z,E,W,W
MIL,DAL,L,2022-12-09T00:00:00Z,W,E,E
LAL,PHI,W,2022-12-09T00:00:00Z,E,W,E
DET,MEM,W,2022-12-09T00:00:00Z,W,E,W
DAL,CHI,W,2022-12-10T00:00:00Z,E,W,E
BOS,GSW,W,2022-12-10T00:00:00Z,W,E,W
OKC,CLE,W,2022-12-10T00:00:00Z,E,W,E
SAS,MIA,L,2022-12-10T00:00:00Z,E,W,W
LAC,WAS,L,2022-12-10T00:00:00Z,E,W,W
LAL,DET,L,2022-12-11T00:00:00Z,E,W,W
SAC,NYK,W,2022-12-11T00:00:00Z,E,W,E
MIL,HOU,W,2022-12-11T00:00:00Z,W,E,W
ATL,MEM,W,2022-12-12T00:00:00Z,W,E,W
CLE,SAS,W,2022-12-12T00:00:00Z,W,E,W
BOS,LAC,W,2022-12-12T00:00:00Z,W,E,W
BOS,LAL,L,2022-12-13T00:00:00Z,W,E,E
SAC,PHI,W,2022-12-13T00:00:00Z,E,W,E
GSW,MIL,W,2022-12-13T00:00:00Z,E,W,E
CLE,DAL,L,2022-12-14T00:00:00Z,W,E,E
MIA,OKC,L,2022-12-14T00:00:00Z,W,E,E
SAC,TOR,L,2022-12-14T00:00:00Z,E,W,W
WAS,DEN,W,2022-12-14T00:00:00Z,W,E,W
GSW,IND,W,2022-12-14T00:00:00Z,E,W,E
MIA,HOU,L,2022-12-15T00:00:00Z,W,E,E
MIL,MEM,W,2022-12-15T00:00:00Z,W,E,W
SAC,DET,L,2022-12-16T00:00:00Z,E,W,W
GSW,PHI,W,2022-12-16T00:00:00Z,E,W,E
WAS,LAC,W,2022-12-17T00:00:00Z,W,E,W
MIA,SAS,L,2022-12-17T00:00:00Z,W,E,E
DAL,CLE,W,2022-12-17T00:00:00Z,E,W,E
UTA,MIL,W,2022-12-17T00:00:00Z,E,W,E
CHI,MIN,W,2022-12-18T00:00:00Z,W,E,W
GSW,TOR,L,2022-12-18T00:00:00Z,E,W,W
WAS,LAL,W,2022-12-18T00:00:00Z,W,E,W
CHA,DEN,W,2022-12-18T00:00:00Z,W,E,W
MIL,NOP,L,2022-12-19T00:00:00Z,W,E,E
UTA,CLE,W,2022-12-19T00:00:00Z,E,W,E
CHA,SAC,L,2022-12-19T00:00:00Z,W,E,E
GSW,NYK,W,2022-12-20T00:00:00Z,E,W,E
WAS,PHX,L,2022-12-20T00:00:00Z,W,E,E
UTA,DET,L,2022-12-20T00:00:00Z,E,W,W
CHA,LAC,W,2022-12-21T00:00:00Z,W,E,W
ORL,HOU,L,2022-12-21T00:00:00Z,W,E,E
GSW,BKN,W,2022-12-21T00:00:00Z,E,W,E
WAS,UTA,W,2022-12-22T00:00:00Z,W,E,W
CHA,LAL,L,2022-12-23T00:00:00Z,W,E,E
WAS,SAC,L,2022-12-23T00:00:00Z,W,E,E
MIN,BOS,W,2022-12-23T00:00:00Z,E,W,E
LAC,PHI,W,2022-12-23T00:00:00Z,E,W,E
SAS,ORL,W,2022-12-23T00:00:00Z,E,W,E
CHA,POR,W,2022-12-26T00:00:00Z,W,E,W
MIN,MIA,W,2022-12-26T00:00:00Z,E,W,E
LAC,DET,L,2022-12-26T00:00:00Z,E,W,W
HOU,CHI,L,2022-12-26T00:00:00Z,E,W,W
IND,NOP,W,2022-12-26T00:00:00Z,W,E,W
LAC,TOR,L,2022-12-27T00:00:00Z,E,W,W
CHA,GSW,W,2022-12-27T00:00:00Z,W,E,W
LAL,ORL,L,2022-12-27T00:00:00Z,E,W,W
HOU,BOS,W,2022-12-27T00:00:00Z,E,W,E
NYK,DAL,W,2022-12-27T00:00:00Z,W,E,W
PHX,WAS,W,2022-12-28T00:00:00Z,E,W,E
LAL,MIA,W,2022-12-28T00:00:00Z,E,W,E
MEM,TOR,L,2022-12-29T00:00:00Z,E,W,W
LAC,BOS,W,2022-12-29T00:00:00Z,E,W,E
NYK,SAS,W,2022-12-29T00:00:00Z,W,E,W
OKC,CHA,W,2022-12-29T00:00:00Z,E,W,E
MIA,DEN,W,2022-12-30T00:00:00Z,W,E,W
MIN,MIL,W,2022-12-30T00:00:00Z,E,W,E
PHI,NOP,W,2022-12-30T00:00:00Z,W,E,W
PHX,TOR,W,2022-12-30T00:00:00Z,E,W,E
LAL,ATL,L,2022-12-30T00:00:00Z,E,W,W
LAC,IND,W,2022-12-31T00:00:00Z,E,W,E
MIA,UTA,L,2022-12-31T00:00:00Z,W,E,E
NYK,HOU,L,2022-12-31T00:00:00Z,W,E,E
PHI,OKC,L,2022-12-31T00:00:00Z,W,E,E
DET,MIN,L,2022-12-31T00:00:00Z,W,E,E
BOS,DEN,W,2023-01-01T00:00:00Z,W,E,W
ATL,GSW,W,2023-01-02T00:00:00Z,W,E,W
MIA,LAC,L,2023-01-02T00:00:00Z,W,E,E
SAS,BKN,W,2023-01-02T00:00:00Z,E,W,E
DET,POR,W,2023-01-02T00:00:00Z,W,E,W
PHX,NYK,W,2023-01-02T00:00:00Z,E,W,E
LAL,CHA,L,2023-01-02T00:00:00Z,E,W,W
NOP,PHI,W,2023-01-02T00:00:00Z,E,W,E
BOS,OKC,W,2023-01-03T00:00:00Z,W,E,W
OKC,ORL,W,2023-01-04T00:00:00Z,E,W,E
PHX,CLE,W,2023-01-04T00:00:00Z,E,W,E
MIA,LAL,W,2023-01-04T00:00:00Z,W,E,W
DET,GSW,L,2023-01-04T00:00:00Z,W,E,E
ATL,SAC,L,2023-01-04T00:00:00Z,W,E,E
MEM,CHA,L,2023-01-04T00:00:00Z,E,W,W
SAS,NYK,W,2023-01-04T00:00:00Z,E,W,E
BOS,DAL,L,2023-01-05T00:00:00Z,W,E,E
MEM,ORL,L,2023-01-05T00:00:00Z,E,W,W
DET,SAS,W,2023-01-06T00:00:00Z,W,E,W
ATL,LAL,W,2023-01-06T00:00:00Z,W,E,W
BKN,NOP,L,2023-01-06T00:00:00Z,W,E,E
POR,IND,W,2023-01-06T00:00:00Z,E,W,E
WAS,OKC,W,2023-01-06T00:00:00Z,W,E,W
CLE,DEN,W,2023-01-06T00:00:00Z,W,E,W
MIA,PHX,L,2023-01-06T00:00:00Z,W,E,E
UTA,CHI,W,2023-01-07T00:00:00Z,E,W,E
ORL,GSW,L,2023-01-07T00:00:00Z,W,E,E
BOS,SAS,L,2023-01-07T00:00:00Z,W,E,E
CLE,PHX,L,2023-01-08T00:00:00Z,W,E,E
ATL,LAC,L,2023-01-08T00:00:00Z,W,E,E
POR,TOR,W,2023-01-08T00:00:00Z,E,W,E
NOP,WAS,L,2023-01-09T00:00:00Z,E,W,W
ORL,SAC,W,2023-01-09T00:00:00Z,W,E,W
ORL,POR,L,2023-01-10T00:00:00Z,W,E,E
CLE,UTA,W,2023-01-10T00:00:00Z,W,E,W
OKC,MIA,W,2023-01-10T00:00:00Z,E,W,E
NOP,BOS,W,2023-01-11T00:00:00Z,E,W,E
MIN,DET,W,2023-01-11T00:00:00Z,E,W,E
CLE,POR,L,2023-01-12T00:00:00Z,W,E,E
OKC,PHI,L,2023-01-12T00:00:00Z,E,W,W
NOP,DET,L,2023-01-13T00:00:00Z,E,W,W
OKC,CHI,L,2023-01-13T00:00:00Z,E,W,W
ORL,UTA,W,2023-01-13T00:00:00Z,W,E,W
MEM,IND,L,2023-01-14T00:00:00Z,E,W,W
CLE,MIN,W,2023-01-14T00:00:00Z,W,E,W
PHI,UTA,L,2023-01-14T00:00:00Z,W,E,E
GSW,CHI,W,2023-01-15T00:00:00Z,E,W,E
PHI,LAL,L,2023-01-15T00:00:00Z,W,E,E
OKC,BKN,L,2023-01-15T00:00:00Z,E,W,W
ORL,DEN,W,2023-01-15T00:00:00Z,W,E,W
NOP,CLE,W,2023-01-16T00:00:00Z,E,W,E
GSW,WAS,L,2023-01-16T00:00:00Z,E,W,W
BKN,SAS,W,2023-01-17T00:00:00Z,W,E,W
PHI,LAC,L,2023-01-17T00:00:00Z,W,E,E
CLE,MEM,W,2023-01-18T00:00:00Z,W,E,W
ATL,DAL,L,2023-01-18T00:00:00Z,W,E,E
CHA,HOU,L,2023-01-18T00:00:00Z,W,E,E
MIA,NOP,L,2023-01-18T00:00:00Z,W,E,E
IND,OKC,W,2023-01-18T00:00:00Z,W,E,W
GSW,BOS,W,2023-01-19T00:00:00Z,E,W,E
TOR,MIN,W,2023-01-19T00:00:00Z,W,E,W
PHI,POR,L,2023-01-19T00:00:00Z,W,E,E
BKN,PHX,W,2023-01-19T00:00:00Z,W,E,W
GSW,CLE,L,2023-01-20T00:00:00Z,E,W,W
IND,DEN,W,2023-01-20T00:00:00Z,W,E,W
BKN,UTA,L,2023-01-20T00:00:00Z,W,E,E
MIA,DAL,W,2023-01-20T00:00:00Z,W,E,W
NOP,ORL,W,2023-01-20T00:00:00Z,E,W,E
PHI,SAC,L,2023-01-21T00:00:00Z,W,E,E
IND,PHX,W,2023-01-21T00:00:00Z,W,E,W
BKN,GSW,L,2023-01-22T00:00:00Z,W,E,E
NOP,MIA,W,2023-01-22T00:00:00Z,E,W,E
CHA,UTA,W,2023-01-23T00:00:00Z,W,E,W
CHA,PHX,W,2023-01-24T00:00:00Z,W,E,W
WAS,DAL,L,2023-01-24T00:00:00Z,W,E,E
ATL,OKC,L,2023-01-25T00:00:00Z,W,E,E
DEN,MIL,W,2023-01-25T00:00:00Z,E,W,E
WAS,HOU,L,2023-01-25T00:00:00Z,W,E,E
TOR,SAC,L,2023-01-25T00:00:00Z,W,E,E
CLE,HOU,L,2023-01-26T00:00:00Z,W,E,E
CLE,OKC,W,2023-01-27T00:00:00Z,W,E,W
TOR,GSW,W,2023-01-27T00:00:00Z,W,E,W
DEN,PHI,W,2023-01-28T00:00:00Z,E,W,E
WAS,NOP,L,2023-01-28T00:00:00Z,W,E,E
HOU,DET,L,2023-01-28T00:00:00Z,E,W,W
LAL,BOS,W,2023-01-28T00:00:00Z,E,W,E
LAC,ATL,L,2023-01-28T00:00:00Z,E,W,W
TOR,POR,L,2023-01-28T00:00:00Z,W,E,E
IND,MEM,W,2023-01-29T00:00:00Z,W,E,W
LAC,CLE,W,2023-01-29T00:00:00Z,E,W,E
NOP,MIL,W,2023-01-29T00:00:00Z,E,W,E
WAS,SAS,L,2023-01-30T00:00:00Z,W,E,E
DET,DAL,W,2023-01-30T00:00:00Z,W,E,W
TOR,PHX,W,2023-01-30T00:00:00Z,W,E,W
ATL,POR,W,2023-01-30T00:00:00Z,W,E,W
LAL,BKN,W,2023-01-30T00:00:00Z,E,W,E
LAL,NYK,L,2023-01-31T00:00:00Z,E,W,W
LAC,CHI,L,2023-01-31T00:00:00Z,E,W,W
TOR,UTA,W,2023-02-01T00:00:00Z,W,E,W
ATL,PHX,L,2023-02-01T00:00:00Z,W,E,E
MEM,CLE,W,2023-02-02T00:00:00Z,E,W,E
LAL,IND,L,2023-02-02T00:00:00Z,E,W,W
LAC,MIL,W,2023-02-02T00:00:00Z,E,W,E
ORL,MIN,L,2023-02-03T00:00:00Z,W,E,E
PHI,SAS,L,2023-02-03T00:00:00Z,W,E,E
TOR,HOU,L,2023-02-03T00:00:00Z,W,E,E
PHX,BOS,L,2023-02-03T00:00:00Z,E,W,W
POR,WAS,L,2023-02-03T00:00:00Z,E,W,W
SAC,IND,W,2023-02-03T00:00:00Z,E,W,E
ATL,UTA,L,2023-02-03T00:00:00Z,W,E,E
PHX,DET,L,2023-02-04T00:00:00Z,E,W,W
LAC,NYK,L,2023-02-04T00:00:00Z,E,W,W
POR,CHI,W,2023-02-04T00:00:00Z,E,W,E
ATL,DEN,W,2023-02-04T00:00:00Z,W,E,W
TOR,MEM,L,2023-02-05T00:00:00Z,W,E,E
MIL,POR,L,2023-02-06T00:00:00Z,W,E,E
LAC,BKN,L,2023-02-06T00:00:00Z,E,W,W
SAS,CHI,W,2023-02-06T00:00:00Z,E,W,E
ATL,NOP,W,2023-02-07T00:00:00Z,W,E,W
PHX,BKN,L,2023-02-07T00:00:00Z,E,W,W
CHI,MEM,W,2023-02-07T00:00:00Z,W,E,W
SAS,TOR,W,2023-02-08T00:00:00Z,E,W,E
DEN,ORL,W,2023-02-09T00:00:00Z,E,W,E
PHX,ATL,W,2023-02-09T00:00:00Z,E,W,E
MIL,LAL,L,2023-02-09T00:00:00Z,W,E,E
MIL,LAC,L,2023-02-10T00:00:00Z,W,E,E
SAS,DET,W,2023-02-10T00:00:00Z,E,W,E
CLE,NOP,L,2023-02-10T00:00:00Z,W,E,E
PHX,IND,L,2023-02-10T00:00:00Z,E,W,W
HOU,MIA,W,2023-02-10T00:00:00Z,E,W,E
UTA,TOR,L,2023-02-10T00:00:00Z,E,W,W
UTA,NYK,W,2023-02-11T00:00:00Z,E,W,E
SAS,ATL,W,2023-02-11T00:00:00Z,E,W,E
DEN,CHA,L,2023-02-11T00:00:00Z,E,W,W
MEM,BOS,W,2023-02-12T00:00:00Z,E,W,E
WAS,GSW,W,2023-02-13T00:00:00Z,W,E,W
SAS,CLE,W,2023-02-13T00:00:00Z,E,W,E
DEN,MIA,L,2023-02-13T00:00:00Z,E,W,W
UTA,IND,L,2023-02-13T00:00:00Z,E,W,W
HOU,PHI,W,2023-02-13T00:00:00Z,E,W,E
WAS,POR,L,2023-02-14T00:00:00Z,W,E,E
SAS,CHA,W,2023-02-15T00:00:00Z,E,W,E
WAS,MIN,L,2023-02-16T00:00:00Z,W,E,E
NOP,TOR,W,2023-02-23T00:00:00Z,E,W,E
MEM,PHI,W,2023-02-23T00:00:00Z,E,W,E
DEN,CLE,L,2023-02-23T00:00:00Z,E,W,W
CHA,MIN,L,2023-02-24T00:00:00Z,W,E,E
NOP,NYK,W,2023-02-25T00:00:00Z,E,W,E
PHX,MIL,W,2023-02-26T00:00:00Z,E,W,E
ORL,NOP,L,2023-02-27T00:00:00Z,W,E,E
IND,DAL,L,2023-02-28T00:00:00Z,W,E,E
PHX,CHA,L,2023-03-01T00:00:00Z,E,W,W
IND,SAS,W,2023-03-02T00:00:00Z,W,E,W
PHI,DAL,W,2023-03-02T00:00:00Z,W,E,W
PHX,CHI,L,2023-03-03T00:00:00Z,E,W,W
POR,ATL,W,2023-03-03T00:00:00Z,E,W,E
POR,ORL,L,2023-03-05T00:00:00Z,E,W,W
TOR,DEN,W,2023-03-06T00:00:00Z,W,E,W
POR,DET,L,2023-03-06T00:00:00Z,E,W,W
PHI,MIN,L,2023-03-07T00:00:00Z,W,E,E
BKN,HOU,L,2023-03-07T00:00:00Z,W,E,E
CHI,DEN,L,2023-03-08T00:00:00Z,W,E,E
POR,BOS,W,2023-03-08T00:00:00Z,E,W,E
TOR,LAC,W,2023-03-08T00:00:00Z,W,E,W
UTA,ORL,L,2023-03-09T00:00:00Z,E,W,W
HOU,IND,W,2023-03-09T00:00:00Z,E,W,E
NYK,SAC,W,2023-03-09T00:00:00Z,W,E,W
BKN,MIN,L,2023-03-10T00:00:00Z,W,E,E
POR,PHI,W,2023-03-10T00:00:00Z,E,W,E
TOR,LAL,W,2023-03-10T00:00:00Z,W,E,W
NYK,LAC,W,2023-03-11T00:00:00Z,W,E,W
UTA,CHA,L,2023-03-11T00:00:00Z,E,W,W
CHI,HOU,L,2023-03-11T00:00:00Z,W,E,E
MIL,GSW,W,2023-03-11T00:00:00Z,W,E,W
BKN,DEN,L,2023-03-12T00:00:00Z,W,E,E
NYK,LAL,L,2023-03-12T00:00:00Z,W,E,E
MIL,SAC,L,2023-03-13T00:00:00Z,W,E,E
BOS,HOU,W,2023-03-13T00:00:00Z,W,E,W
UTA,MIA,W,2023-03-13T00:00:00Z,E,W,E
MIN,ATL,L,2023-03-13T00:00:00Z,E,W,W
MIL,PHX,L,2023-03-14T00:00:00Z,W,E,E
NYK,POR,L,2023-03-14T00:00:00Z,W,E,E
DEN,TOR,W,2023-03-14T00:00:00Z,E,W,E
ORL,SAS,W,2023-03-14T00:00:00Z,W,E,W
BKN,OKC,W,2023-03-14T00:00:00Z,W,E,W
MEM,MIA,W,2023-03-15T00:00:00Z,E,W,E
SAC,CHI,L,2023-03-15T00:00:00Z,E,W,W
BOS,MIN,L,2023-03-15T00:00:00Z,W,E,E
ORL,PHX,W,2023-03-16T00:00:00Z,W,E,W
DEN,DET,L,2023-03-16T00:00:00Z,E,W,W
SAC,BKN,L,2023-03-16T00:00:00Z,E,W,W
OKC,TOR,W,2023-03-16T00:00:00Z,E,W,E
BOS,POR,L,2023-03-17T00:00:00Z,W,E,E
MIN,CHI,W,2023-03-17T00:00:00Z,E,W,E
GSW,ATL,W,2023-03-17T00:00:00Z,E,W,E
DEN,NYK,W,2023-03-18T00:00:00Z,E,W,E
ORL,LAC,L,2023-03-18T00:00:00Z,W,E,E
MIN,TOR,W,2023-03-18T00:00:00Z,E,W,E
SAC,WAS,L,2023-03-18T00:00:00Z,E,W,W
BOS,UTA,W,2023-03-18T00:00:00Z,W,E,W
DEN,BKN,L,2023-03-19T00:00:00Z,E,W,W
ATL,SAS,W,2023-03-19T00:00:00Z,W,E,W
ORL,LAL,W,2023-03-19T00:00:00Z,W,E,W
MIN,NYK,L,2023-03-20T00:00:00Z,E,W,W
BOS,SAC,L,2023-03-21T00:00:00Z,W,E,E
ATL,MIN,W,2023-03-22T00:00:00Z,W,E,W
SAS,MIL,W,2023-03-22T00:00:00Z,E,W,E
DEN,WAS,L,2023-03-22T00:00:00Z,E,W,W
CHA,NOP,W,2023-03-23T00:00:00Z,W,E,W
PHI,GSW,W,2023-03-24T00:00:00Z,W,E,W
CHI,POR,L,2023-03-24T00:00:00Z,W,E,E
SAS,WAS,W,2023-03-24T00:00:00Z,E,W,E
MIL,UTA,L,2023-03-24T00:00:00Z,W,E,E
CHA,DAL,L,2023-03-24T00:00:00Z,W,E,E
MIL,DEN,W,2023-03-25T00:00:00Z,W,E,W
PHI,PHX,W,2023-03-25T00:00:00Z,W,E,W
MEM,ATL,L,2023-03-26T00:00:00Z,E,W,W
HOU,CLE,W,2023-03-26T00:00:00Z,E,W,E
CHI,LAL,L,2023-03-26T00:00:00Z,W,E,E
DAL,CHA,W,2023-03-26T00:00:00Z,E,W,E
SAS,BOS,W,2023-03-26T00:00:00Z,E,W,E
DAL,IND,L,2023-03-27T00:00:00Z,E,W,W
CHI,LAC,W,2023-03-27T00:00:00Z,W,E,W
HOU,NYK,W,2023-03-27T00:00:00Z,E,W,E
PHI,DEN,W,2023-03-27T00:00:00Z,W,E,W
CHA,OKC,L,2023-03-28T00:00:00Z,W,E,E
ORL,MEM,W,2023-03-28T00:00:00Z,W,E,W
DAL,PHI,W,2023-03-29T00:00:00Z,E,W,E
HOU,BKN,W,2023-03-29T00:00:00Z,E,W,E
LAL,CHI,L,2023-03-29T00:00:00Z,E,W,W
DET,OKC,W,2023-03-29T00:00:00Z,W,E,W
DET,HOU,W,2023-03-31T00:00:00Z,W,E,W
UTA,BOS,W,2023-03-31T00:00:00Z,E,W,E
OKC,IND,W,2023-03-31T00:00:00Z,E,W,E
DAL,MIA,W,2023-04-01T00:00:00Z,E,W,E
UTA,BKN,W,2023-04-02T00:00:00Z,E,W,E
DAL,ATL,W,2023-04-02T00:00:00Z,E,W,E
MEM,CHI,W,2023-04-02T00:00:00Z,E,W,E
MIN,BKN,L,2023-04-04T00:00:00Z,E,W,W
CHI,DAL,L,2023-04-07T00:00:00Z,W,E,E
NYK,NOP,W,2023-04-07T00:00:00Z,W,E,W
MEM,MIL,L,2023-04-07T00:00:00Z,E,W,W
HOU,CHA,L,2023-04-07T00:00:00Z,E,W,W
HOU,WAS,L,2023-04-09T00:00:00Z,E,W,W
